Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц,Дата подключения тарифа
31,859.82,6.8,107.0,47.0,1,0,0,5,8,2018-06-24 12:21:19
29,1326.51,8.6,133.0,132.0,35,12,0,8,89,2016-03-20 11:53:34
27,256.39,2.3,38.0,121.0,0,0,1,13,8,2018-07-17 11:31:32
65,113.4,2.1,27.0,18.0,0,0,0,3,2,2015-04-29 18:34:43
55,773.38,5.7,66.0,120.0,0,7,1,13,4,2020-12-14 12:02:45
31,521.7,6.0,65.0,44.0,3,2,0,6,11,2021-11-02 15:55:54
56,553.84,8.6,45.0,28.0,0,7,0,1,1,2016-09-07 17:55:24
58,336.21,2.9,67.0,87.0,0,5,0,20,3,2020-05-30 11:24:07
21,483.0,4.0,56.0,113.0,7,0,0,0,93,2021-01-14 16:25:37
48,420.93,3.2,94.0,72.0,3,0,0,1,5,2018-01-06 15:50:55
51,124.85,1.4,63.0,51.0,0,0,0,21,1,2021-02-01 17:03:07
44,347.17,5.0,39.0,54.0,0,0,2,23,41,2018-12-26 14:55:09
20,225.63,2.2,54.0,107.0,0,0,0,5,108,2019-03-17 10:10:57
39,685.28,4.4,59.0,160.0,3,12,0,12,5,2020-01-01 14:52:38
38,787.91,9.3,48.0,63.0,4,0,0,1,15,2019-12-20 17:16:02
45,349.59,3.2,84.0,52.0,1,0,0,22,4,2016-01-27 13:36:14
48,269.99,2.9,64.0,42.0,2,19,0,30,1,2021-06-03 11:56:07
52,418.64,5.3,46.0,59.0,0,29,0,28,2,2019-04-01 17:13:46
37,267.99,3.1,84.0,3.0,5,5,0,7,1,2020-11-04 16:09:45
20,38.38,0.5,58.0,61.0,3,0,0,6,115,2017-07-10 16:23:23
54,451.57,5.1,38.0,84.0,4,7,0,28,2,2015-03-03 17:08:23
70,10.56,1.1,3.0,5.0,0,0,0,3,1,2019-11-11 15:07:49
54,260.47,2.9,38.0,85.0,4,0,0,3,4,2020-10-16 16:07:03
20,103.19,2.0,19.0,61.0,2,4,0,2,22,2019-09-12 18:06:55
50,89.43,1.2,69.0,19.0,2,0,0,2,1,2015-06-16 10:53:10
40,10.24,1.0,6.0,6.0,1,0,0,0,0,2018-05-13 15:48:24
47,254.16,3.8,40.0,49.0,0,32,0,6,5,2017-04-26 10:50:52
49,19.16,1.8,8.0,5.0,0,0,0,0,0,2021-04-19 10:53:27
35,1365.44,9.6,110.0,102.0,97,4,0,5,17,2021-11-03 16:51:54
43,1114.54,7.6,100.0,67.0,3,17,0,9,55,2021-06-13 17:44:40
54,545.02,6.9,48.0,57.0,0,20,0,12,3,2019-01-01 10:54:28
43,274.12,2.2,60.0,94.0,0,0,0,18,24,2019-03-31 10:53:14
19,54.27,1.2,34.0,32.0,10,0,1,1,49,2020-05-16 15:17:10
24,113.4,1.5,40.0,67.0,2,0,0,3,27,2015-02-24 12:56:50
21,53.89,0.9,21.0,61.0,24,0,0,7,18,2020-10-20 14:51:29
43,271.74,2.7,63.0,69.0,0,3,2,13,35,2018-06-20 11:41:23
52,178.36,2.6,31.0,54.0,0,42,2,7,4,2018-09-22 15:51:50
55,176.39,2.6,56.0,25.0,5,18,0,16,1,2016-04-28 13:02:29
21,76.44,2.4,8.0,42.0,0,0,0,0,47,2021-01-24 14:35:36
44,362.07,2.8,78.0,93.0,0,30,0,15,15,2021-03-01 14:35:57
19,410.93,5.9,44.0,53.0,5,0,0,10,11,2015-10-17 11:08:40
36,411.6,4.2,53.0,66.0,0,0,0,11,42,2016-02-02 11:51:21
47,308.05,3.9,53.0,47.0,6,0,0,6,1,2021-04-09 13:06:29
41,982.45,9.7,72.0,58.0,0,42,0,19,41,2021-01-16 17:30:45
46,280.28,2.0,62.0,131.0,4,0,0,19,1,2019-08-25 10:12:32
25,1489.38,9.2,122.0,122.0,105,16,2,13,66,2021-01-29 17:44:57
50,347.8,3.9,35.0,91.0,0,7,1,2,5,2021-05-30 16:04:40
42,175.18,2.0,67.0,42.0,3,2,3,2,34,2018-01-11 11:45:29
60,724.59,6.5,73.0,72.0,0,25,0,12,5,2015-12-02 17:14:27
50,193.97,1.5,82.0,87.0,2,4,0,22,1,2017-09-26 17:56:51
56,315.0,2.5,59.0,97.0,0,9,0,2,4,2015-10-16 18:01:46
35,1347.73,9.3,111.0,68.0,7,6,0,6,48,2016-11-09 16:34:54
40,302.7,3.2,38.0,93.0,3,35,0,13,23,2016-01-14 17:17:55
40,136.22,1.4,53.0,64.0,2,34,0,8,8,2021-09-30 13:37:25
48,672.42,5.2,80.0,89.0,2,4,0,10,3,2018-07-20 14:40:53
25,379.81,4.5,33.0,85.0,1,6,0,4,52,2020-08-04 12:36:43
36,840.79,5.8,113.0,133.0,39,48,0,0,82,2015-02-15 11:48:39
19,547.23,5.9,47.0,77.0,17,2,1,0,91,2017-11-22 16:16:19
49,671.94,7.3,41.0,84.0,5,6,0,0,3,2021-01-03 15:25:01
30,1765.22,12.2,108.0,141.0,32,49,0,0,77,2015-10-03 18:08:38
38,301.68,3.2,58.0,67.0,0,5,0,16,40,2017-10-18 11:07:58
56,125.04,2.6,50.0,5.0,1,39,0,3,1,2017-09-23 13:24:45
25,372.01,4.0,55.0,67.0,2,6,0,4,8,2020-03-19 18:33:47
58,287.92,2.0,102.0,82.0,0,3,1,1,5,2020-07-04 13:13:46
36,329.33,5.5,38.0,40.0,0,1,0,22,3,2019-02-18 11:42:25
32,1166.04,7.6,139.0,104.0,76,9,0,13,47,2016-05-07 11:47:46
60,1123.5,7.5,48.0,146.0,0,3,0,2,2,2020-03-15 10:51:53
53,3638.54,13.6,296.0,124.0,0,48,7,30,14,2019-06-15 11:21:39
45,275.38,2.2,63.0,104.0,7,4,0,3,4,2018-04-29 11:28:39
26,108.32,1.9,37.0,34.0,7,31,1,10,14,2018-12-18 17:50:22
20,401.38,6.1,31.0,62.0,2,3,0,3,109,2018-07-24 15:46:43
24,619.92,5.6,66.0,90.0,57,47,0,0,79,2020-02-13 16:07:52
51,173.95,3.5,32.0,26.0,0,0,0,13,3,2019-07-17 13:42:55
52,27.52,2.1,11.0,5.0,0,0,0,0,0,2019-01-26 13:48:29
45,178.87,2.4,42.0,58.0,0,4,0,4,4,2019-10-19 18:50:44
50,27.52,2.4,5.0,9.0,0,0,0,0,0,2016-03-18 16:04:32
32,267.12,1.8,54.0,136.0,0,16,0,20,16,2020-07-01 13:07:30
45,190.82,2.9,39.0,39.0,0,0,1,9,4,2020-01-10 13:21:45
56,268.56,3.1,63.0,47.0,0,3,0,4,3,2016-12-05 11:48:57
27,516.6,3.6,43.0,144.0,0,2,0,13,6,2020-03-12 13:46:25
38,584.77,7.2,42.0,68.0,1,0,0,16,5,2015-12-11 14:19:55
23,56.1,0.7,41.0,72.0,3,0,0,5,69,2015-05-10 13:41:42
45,528.64,6.4,37.0,66.0,0,19,1,10,5,2021-07-11 14:14:06
58,222.95,1.4,66.0,155.0,4,21,0,15,4,2020-08-03 11:10:10
59,322.48,2.7,45.0,122.0,3,38,0,3,1,2016-05-26 15:07:01
50,163.23,2.5,35.0,51.0,5,4,0,19,1,2019-08-26 17:06:54
42,188.42,1.7,48.0,106.0,0,0,0,19,32,2017-10-12 15:33:04
65,31.68,2.4,8.0,3.0,0,0,0,7,3,2021-04-06 10:48:03
69,25.2,1.0,18.0,3.0,0,0,0,10,2,2017-06-08 10:33:45
50,7.21,1.1,2.0,6.0,0,0,0,0,0,2020-08-06 14:54:29
51,764.26,5.3,68.0,109.0,2,33,3,5,2,2017-01-22 10:49:54
38,2742.28,7.0,482.0,123.0,20,41,0,25,15,2018-10-08 17:31:31
53,570.57,3.8,70.0,115.0,1,13,3,25,5,2015-01-18 10:01:33
54,759.3,8.0,60.0,65.0,0,1,0,14,4,2017-02-11 12:22:57
27,321.05,2.4,109.0,57.0,0,0,0,4,18,2017-11-15 12:11:13
20,7.9,0.1,46.0,74.0,8,0,0,2,37,2019-07-01 11:42:45
56,220.27,2.6,40.0,77.0,0,0,0,12,0,2021-08-23 12:06:42
28,335.38,3.9,32.0,90.0,0,0,0,11,63,2020-06-11 13:39:19
53,24.32,2.7,7.0,4.0,0,0,0,0,0,2018-01-13 15:13:19
28,347.61,3.4,52.0,85.0,5,16,2,12,16,2016-09-05 10:49:21
70,72.96,1.9,19.0,13.0,0,0,0,7,1,2021-02-06 10:02:54
29,1633.63,11.0,113.0,134.0,50,49,0,5,120,2021-04-03 14:27:21
33,3446.1,9.0,470.0,77.0,0,4,5,13,15,2015-12-10 10:41:16
42,296.59,3.8,40.0,54.0,1,5,0,1,17,2019-09-01 13:13:04
42,707.32,6.4,66.0,79.0,3,0,0,3,17,2016-10-11 17:48:02
50,283.78,3.0,53.0,71.0,5,29,0,22,5,2018-07-01 13:09:46
42,259.13,2.4,53.0,93.0,3,7,0,12,34,2015-07-30 14:36:11
35,232.38,2.4,64.0,62.0,0,0,0,1,19,2020-04-02 12:51:25
30,312.48,3.6,44.0,62.0,0,7,0,13,47,2015-10-17 13:47:05
40,103.95,1.1,58.0,53.0,0,3,0,3,61,2016-01-06 16:09:22
53,211.48,1.6,47.0,139.0,5,0,0,19,5,2021-01-07 15:54:45
34,299.6,2.0,104.0,68.0,0,3,0,3,15,2015-02-04 11:23:17
49,307.67,3.0,55.0,83.0,0,4,0,29,0,2019-12-21 13:27:07
40,277.2,4.0,42.0,39.0,2,0,1,8,64,2017-08-08 11:37:47
26,352.39,2.8,105.0,83.0,85,4,0,10,141,2018-03-22 11:06:14
29,448.21,3.8,60.0,81.0,5,44,0,0,8,2015-09-12 13:36:08
20,67.2,1.0,46.0,50.0,0,0,0,3,44,2018-09-13 17:23:27
44,487.69,4.8,45.0,95.0,3,15,0,12,65,2021-08-18 11:48:54
19,181.54,3.0,40.0,55.0,0,0,0,12,47,2019-12-08 17:59:24
60,234.42,3.2,38.0,62.0,0,1,2,14,4,2021-06-21 17:40:35
60,665.6,8.1,65.0,33.0,8,19,0,10,5,2021-05-29 18:28:41
34,383.04,3.8,40.0,87.0,0,2,0,26,29,2017-09-17 15:28:42
69,30.24,1.4,4.0,14.0,0,0,0,5,1,2019-09-21 14:20:50
55,74.52,2.7,16.0,7.0,0,0,0,12,3,2019-04-23 11:49:44
30,71.12,1.1,37.0,47.0,5,4,3,22,25,2018-12-08 10:54:10
45,235.69,2.5,34.0,100.0,0,0,0,8,3,2019-12-18 17:52:29
44,173.07,2.6,47.0,36.0,5,2,0,8,12,2020-07-04 14:23:13
35,755.3,6.5,84.0,48.0,0,31,1,8,21,2019-06-10 18:37:48
47,92.12,1.4,44.0,32.0,0,18,0,4,3,2021-08-20 17:06:17
26,1289.34,7.8,117.0,128.0,61,7,0,10,67,2015-12-23 17:44:57
45,564.06,7.7,55.0,38.0,0,22,0,10,1,2019-12-25 14:16:08
50,13.76,1.4,3.0,9.0,0,0,0,0,0,2020-05-22 14:55:40
42,197.92,1.3,60.0,154.0,0,0,0,16,41,2016-07-04 17:16:51
58,217.22,2.2,60.0,69.0,2,0,0,2,4,2015-07-19 15:02:57
62,36.0,2.5,10.0,2.0,0,0,0,5,3,2021-03-07 17:52:19
33,392.74,5.9,60.0,17.0,5,0,1,4,18,2016-06-19 18:36:11
68,5.4,1.5,1.0,2.0,0,0,0,11,0,2017-01-14 16:18:31
27,66.57,1.1,41.0,34.0,6,0,0,10,25,2020-05-03 18:44:53
19,31.24,0.9,14.0,37.0,7,0,0,5,42,2018-02-25 14:19:39
41,294.29,3.0,48.0,86.0,0,0,0,21,11,2020-01-25 17:02:34
19,237.3,3.0,35.0,78.0,0,0,0,4,44,2016-12-13 12:10:52
62,15.6,1.0,7.0,6.0,0,0,0,2,3,2020-04-05 10:44:47
42,1188.95,8.6,71.0,96.0,3,3,0,19,6,2019-06-03 10:57:08
54,181.26,2.1,62.0,47.0,1,0,0,22,3,2017-07-31 18:28:38
55,296.1,3.6,52.0,44.0,1,0,0,5,5,2020-09-12 12:27:14
53,261.59,3.7,38.0,48.0,0,2,0,21,5,2021-01-17 18:03:50
54,662.48,5.2,43.0,138.0,4,0,3,18,1,2015-10-12 14:11:23
67,2819.87,10.2,340.0,94.0,0,26,0,17,12,2020-03-09 16:36:09
55,724.65,4.8,60.0,152.0,0,0,0,20,4,2018-01-26 12:50:53
41,142.18,2.4,37.0,39.0,4,25,0,7,16,2019-04-16 15:23:47
20,97.08,1.2,7.0,119.0,2,0,0,4,35,2015-07-20 11:08:44
45,163.07,1.6,90.0,30.0,6,0,0,13,5,2018-02-19 15:49:17
56,309.96,3.6,60.0,39.0,0,14,0,10,3,2015-09-07 18:48:21
44,466.62,3.3,90.0,75.0,0,19,2,11,62,2015-03-12 15:19:24
68,22.8,1.9,4.0,6.0,0,0,0,1,3,2018-07-23 18:47:38
19,90.09,3.3,34.0,2.0,6,0,0,2,31,2015-05-13 15:29:21
51,666.05,5.5,65.0,81.0,0,14,0,23,2,2018-11-08 16:23:12
33,174.02,2.2,77.0,5.0,0,0,1,6,7,2021-08-15 17:07:43
31,1097.46,10.0,71.0,114.0,32,40,0,7,16,2019-05-03 16:06:40
46,181.54,2.5,48.0,44.0,4,2,1,18,5,2021-05-05 17:30:09
26,388.97,2.6,117.0,139.0,36,13,0,12,103,2019-09-03 12:49:10
32,312.99,3.1,50.0,87.0,3,0,2,8,14,2018-02-19 18:58:16
51,606.34,6.1,48.0,70.0,8,10,0,2,3,2016-07-11 16:19:38
23,426.63,5.7,52.0,63.0,5,0,0,3,50,2020-11-02 15:31:53
27,984.98,8.2,95.0,89.0,72,2,0,9,33,2015-11-21 12:37:46
64,39.0,1.3,6.0,19.0,0,0,0,3,1,2018-03-26 13:09:02
28,186.51,2.4,49.0,53.0,0,0,2,26,23,2021-11-12 10:16:18
46,71.82,1.1,38.0,45.0,7,5,2,14,0,2016-09-13 16:26:32
52,356.44,3.8,62.0,47.0,0,0,2,13,4,2015-12-07 16:30:58
24,57.12,2.4,26.0,4.0,8,0,0,4,42,2018-03-12 14:17:18
58,166.26,1.5,69.0,77.0,0,0,0,20,4,2021-11-14 13:43:10
39,441.0,2.8,66.0,132.0,0,0,0,4,60,2021-11-14 16:29:44
54,305.2,4.0,48.0,41.0,0,0,0,21,5,2017-04-24 12:55:29
27,385.0,5.0,51.0,38.0,0,2,0,15,32,2015-01-30 17:21:23
30,982.04,9.2,99.0,85.0,23,21,0,0,88,2016-07-29 10:35:27
31,567.42,4.2,90.0,66.0,0,0,2,27,7,2017-08-26 15:53:45
29,139.89,1.2,59.0,100.0,0,0,1,9,24,2016-02-25 13:22:17
56,666.23,4.5,53.0,136.0,1,18,0,27,2,2018-09-14 11:19:49
25,1334.15,9.0,107.0,132.0,65,10,0,9,72,2017-12-15 14:40:55
29,443.86,5.2,55.0,57.0,0,0,0,16,47,2018-01-27 13:35:40
55,286.65,3.0,48.0,68.0,1,17,0,9,5,2020-03-17 13:23:35
60,324.56,3.3,44.0,77.0,3,25,0,18,5,2021-10-29 15:06:31
40,553.68,5.3,51.0,92.0,0,4,3,13,54,2017-01-12 18:24:31
51,632.92,4.8,102.0,63.0,0,4,0,25,1,2021-07-25 15:59:32
33,835.74,8.2,45.0,97.0,0,7,0,15,4,2019-09-17 18:30:11
57,499.8,6.0,41.0,61.0,0,3,0,1,2,2021-07-06 14:22:01
56,354.11,5.1,60.0,25.0,0,0,0,14,1,2015-09-12 16:19:13
54,460.42,5.2,33.0,91.0,2,5,0,1,5,2016-06-06 12:08:11
21,80.26,0.8,38.0,116.0,7,0,0,0,120,2020-05-06 17:23:39
55,220.92,2.4,68.0,34.0,3,4,0,1,5,2016-06-11 17:06:23
46,151.35,2.7,32.0,43.0,0,0,0,14,0,2018-09-27 13:19:29
21,282.24,3.2,52.0,74.0,0,0,0,3,45,2019-02-23 12:36:32
28,357.36,3.3,52.0,97.0,0,0,0,4,24,2015-07-08 16:52:27
29,750.6,6.0,80.0,115.0,27,7,0,0,74,2015-08-26 13:18:39
43,946.1,6.5,62.0,140.0,1,32,0,19,13,2017-05-09 11:46:40
30,993.94,8.2,117.0,82.0,46,12,0,2,72,2019-04-12 12:52:52
56,70.56,2.8,14.0,7.0,0,0,0,4,2,2017-07-30 17:06:51
51,139.65,2.1,62.0,8.0,0,0,2,4,1,2020-08-14 17:15:13
40,214.83,2.2,40.0,81.0,3,0,0,23,31,2017-02-28 11:41:39
38,679.14,6.3,67.0,59.0,0,35,0,14,9,2018-02-21 18:25:19
44,230.91,2.5,42.0,86.0,0,3,1,6,17,2021-11-07 14:27:04
53,498.9,4.4,96.0,41.0,4,3,0,15,3,2017-02-01 14:18:46
33,674.24,4.3,94.0,92.0,0,0,0,12,13,2019-12-14 16:02:48
30,735.73,7.7,62.0,62.0,0,0,0,15,27,2021-10-30 17:13:55
31,1073.88,7.6,94.0,95.0,93,33,2,4,51,2018-01-20 18:56:32
42,468.19,7.5,49.0,28.0,2,0,1,23,57,2017-04-10 14:17:22
53,667.07,6.8,46.0,89.0,0,4,3,4,5,2021-04-09 11:35:38
51,918.62,4.6,113.0,153.0,3,6,0,24,0,2020-03-08 13:38:12
45,237.22,1.9,71.0,96.0,0,0,0,6,5,2020-02-21 13:51:46
33,353.85,5.5,63.0,10.0,4,0,0,2,18,2015-06-20 17:24:22
45,417.87,4.0,66.0,71.0,0,25,0,16,2,2017-09-28 13:51:46
55,419.66,2.7,61.0,155.0,6,25,0,13,0,2018-06-22 16:08:15
30,614.14,7.4,60.0,80.0,24,10,0,2,130,2018-07-17 15:15:54
54,431.24,3.7,57.0,84.0,5,1,0,12,1,2017-04-06 15:15:15
57,535.11,5.3,71.0,58.0,1,0,0,6,5,2021-08-10 18:56:26
58,300.66,4.0,31.0,74.0,0,0,0,5,1,2015-03-15 12:56:58
19,138.32,2.6,39.0,37.0,0,0,0,1,38,2019-11-22 15:12:09
32,2669.28,9.6,299.0,128.0,19,67,0,45,9,2016-10-19 15:46:29
36,1845.76,6.4,342.0,60.0,20,38,0,17,0,2016-01-19 12:57:17
33,295.57,4.0,46.0,49.0,4,7,0,15,7,2017-06-12 10:51:21
41,1645.37,7.0,241.0,120.0,16,76,0,44,4,2018-03-26 13:54:26
34,605.4,7.2,65.0,39.0,4,1,0,4,55,2018-06-20 11:39:37
36,728.09,7.0,66.0,114.0,21,10,0,14,42,2015-08-26 15:04:52
52,10.81,1.1,3.0,9.0,0,0,0,0,0,2018-01-20 12:19:34
53,6.88,1.2,3.0,4.0,0,0,0,0,0,2018-06-04 18:33:50
25,199.76,1.4,53.0,150.0,0,0,0,10,23,2020-10-12 18:21:31
43,289.52,3.0,46.0,86.0,1,0,0,6,30,2021-06-22 12:49:27
41,385.07,6.5,36.0,40.0,6,42,0,8,19,2018-11-10 14:24:35
33,162.56,2.9,45.0,25.0,0,0,0,7,67,2021-03-30 13:38:18
57,238.28,2.3,42.0,89.0,0,1,0,14,1,2021-03-12 10:54:55
33,173.74,1.7,62.0,58.0,0,0,3,28,45,2017-02-28 14:03:32
44,264.16,2.9,50.0,72.0,2,42,0,5,31,2016-10-13 17:33:40
19,22.17,0.3,55.0,57.0,8,4,0,4,50,2017-05-27 15:20:18
54,622.22,7.4,57.0,49.0,6,0,3,26,2,2019-12-07 14:03:46
33,24.32,1.8,5.0,11.0,1,0,0,0,0,2015-06-12 18:15:03
56,493.17,9.8,51.0,7.0,0,0,0,1,4,2015-10-31 11:28:38
29,343.34,4.9,53.0,35.0,0,3,0,2,19,2015-02-16 15:38:34
54,126.42,1.4,64.0,35.0,8,5,0,11,4,2018-10-11 15:58:19
40,929.04,5.6,64.0,147.0,0,0,0,10,3,2021-08-05 16:30:20
52,700.86,4.5,80.0,130.0,3,5,1,21,4,2020-03-13 11:25:48
40,116.57,1.5,40.0,65.0,0,0,0,5,4,2019-12-18 17:29:50
23,607.42,6.5,20.0,111.0,5,0,0,4,27,2019-08-22 13:55:54
50,2373.07,5.8,459.0,108.0,35,29,3,25,10,2016-03-14 16:07:11
60,212.12,1.5,63.0,132.0,2,2,0,7,5,2017-09-24 10:34:40
39,239.0,1.4,86.0,147.0,0,0,0,4,49,2018-07-02 10:11:20
68,1756.44,8.2,163.0,139.0,8,5,0,23,9,2021-03-21 17:05:51
25,269.07,2.4,55.0,98.0,0,4,0,1,23,2020-05-27 10:08:56
20,255.95,4.9,2.0,79.0,2,4,0,7,88,2019-06-30 11:05:15
45,193.52,2.8,62.0,21.0,1,25,0,26,4,2015-12-25 14:27:58
21,62.65,0.5,58.0,117.0,8,0,0,7,20,2018-07-03 14:11:42
21,264.48,4.8,23.0,60.0,7,0,0,0,116,2019-03-10 12:57:40
29,201.61,1.5,61.0,125.0,0,0,0,27,38,2017-06-22 16:36:25
42,586.29,5.2,47.0,111.0,0,4,1,10,18,2018-05-05 18:23:26
42,27.0,2.0,4.0,11.0,0,0,0,0,0,2019-10-07 14:20:18
36,1114.56,7.2,110.0,125.0,46,7,1,13,93,2018-04-05 14:58:19
52,89.88,1.7,33.0,37.0,0,0,1,12,5,2018-05-14 13:51:33
55,412.01,4.9,70.0,33.0,0,42,0,20,4,2015-08-25 12:57:07
19,33.25,0.5,35.0,55.0,10,0,0,2,16,2018-03-15 18:44:11
49,138.61,1.7,65.0,35.0,2,16,0,23,2,2019-08-19 10:45:42
32,772.2,5.2,98.0,133.0,33,18,2,3,65,2015-02-16 11:44:45
42,238.49,3.6,66.0,11.0,0,14,0,10,28,2018-09-22 11:48:15
28,861.0,8.2,70.0,52.0,0,45,0,22,31,2020-11-20 17:45:55
50,306.6,6.0,46.0,6.0,4,42,2,1,5,2016-06-06 17:31:08
49,653.56,5.7,60.0,94.0,2,0,0,10,1,2019-07-12 14:42:52
20,848.26,7.3,45.0,116.0,10,2,0,2,41,2019-12-14 14:31:15
47,20.25,1.8,9.0,3.0,1,0,0,0,0,2020-01-07 15:04:46
67,36.96,2.2,5.0,9.0,0,0,0,12,1,2021-07-21 15:13:27
48,480.1,4.3,48.0,89.0,5,0,1,20,4,2016-03-03 10:29:52
57,344.74,3.3,64.0,74.0,0,1,0,14,2,2015-05-28 17:40:25
25,599.96,6.9,45.0,71.0,5,2,0,3,11,2018-01-01 11:15:58
51,255.36,1.6,55.0,151.0,0,2,0,3,4,2017-03-09 13:04:14
42,140.78,1.7,36.0,80.0,0,34,0,17,43,2016-12-18 10:45:41
27,504.7,2.8,113.0,97.0,3,9,0,15,20,2015-05-12 11:51:30
49,8.85,1.8,3.0,3.0,0,0,0,0,0,2016-11-16 14:44:24
69,125.28,2.9,20.0,16.0,0,0,0,1,1,2015-08-11 16:53:47
35,588.21,8.1,54.0,38.0,0,15,0,6,9,2019-05-19 13:15:10
57,337.36,3.2,52.0,91.0,3,0,1,24,3,2020-10-10 11:06:55
59,360.86,5.5,69.0,3.0,6,0,0,10,5,2015-02-12 13:58:53
47,1017.93,6.8,52.0,160.0,4,35,2,14,2,2018-01-09 14:32:32
36,259.9,2.0,101.0,62.0,0,6,0,20,21,2016-09-09 14:24:24
40,1096.2,9.0,60.0,89.0,0,5,2,13,32,2015-10-25 14:50:30
35,1220.04,8.2,132.0,122.0,37,11,2,14,104,2020-06-06 16:36:24
57,205.11,2.3,70.0,42.0,0,0,0,13,3,2016-07-25 11:57:42
57,88.29,1.1,50.0,55.0,0,0,0,15,5,2021-02-06 14:57:49
52,343.98,2.4,109.0,71.0,0,0,1,6,5,2019-08-29 13:07:01
30,221.68,4.0,33.0,40.0,0,25,0,14,63,2015-01-30 17:44:44
28,283.78,2.7,82.0,47.0,4,2,0,8,34,2016-03-29 14:33:46
58,44.16,1.6,11.0,12.0,0,0,0,2,3,2018-02-18 11:32:20
39,19.66,1.2,8.0,11.0,2,0,0,0,0,2016-04-15 11:48:36
60,296.52,3.5,37.0,80.0,2,1,0,9,4,2020-07-22 11:41:14
69,57.6,2.0,13.0,11.0,0,0,0,14,2,2015-05-08 17:09:27
37,15.48,2.1,7.0,2.0,0,0,0,0,0,2018-12-16 17:39:05
34,279.01,2.4,62.0,92.0,5,0,1,7,13,2017-10-20 15:01:03
20,7.17,0.1,43.0,46.0,27,0,0,4,11,2016-09-08 12:46:10
40,3131.1,12.6,299.0,52.0,8,30,6,12,10,2018-03-27 10:24:55
48,157.34,2.0,64.0,33.0,1,12,2,7,3,2019-11-12 14:28:33
49,669.61,4.8,71.0,118.0,2,0,0,4,4,2021-05-19 10:42:16
50,949.76,6.4,69.0,114.0,2,0,0,4,5,2018-11-08 10:06:47
33,489.5,4.7,70.0,61.0,7,0,0,0,3,2021-02-10 13:32:07
62,44.16,2.3,11.0,5.0,0,0,0,11,1,2020-02-02 10:37:58
29,533.66,3.6,92.0,133.0,93,2,2,4,124,2015-06-26 18:04:19
21,17.64,0.6,10.0,31.0,2,0,0,5,75,2015-12-24 12:53:13
41,230.91,2.5,38.0,91.0,2,0,0,9,12,2017-09-16 15:51:52
29,214.03,1.5,77.0,114.0,2,0,0,18,42,2017-09-27 17:20:04
36,298.37,3.1,39.0,82.0,1,0,0,14,16,2017-07-30 10:46:38
53,1399.44,9.8,61.0,118.0,0,0,0,1,1,2018-01-10 12:03:58
31,163.58,1.6,57.0,78.0,5,1,0,10,42,2016-08-01 14:22:42
43,215.39,1.7,70.0,83.0,0,24,2,5,19,2017-02-02 15:02:16
50,4935.73,13.2,439.0,141.0,14,22,9,48,8,2019-07-26 11:57:46
32,864.57,8.9,82.0,35.0,3,7,0,2,47,2017-09-13 10:09:57
66,52.2,2.9,6.0,9.0,0,0,0,1,0,2018-10-14 17:55:45
30,471.38,3.7,99.0,60.0,0,0,0,24,44,2017-06-12 13:13:20
23,301.68,3.7,18.0,106.0,8,0,0,2,36,2016-06-10 16:19:30
48,375.07,3.2,73.0,81.0,0,12,0,4,1,2016-03-27 15:08:23
50,548.46,4.1,39.0,155.0,0,28,1,6,5,2020-05-17 11:09:48
55,478.17,2.7,99.0,114.0,0,0,0,15,4,2021-04-26 18:41:12
43,1205.71,5.2,282.0,82.0,0,4,3,7,10,2016-05-21 14:01:39
68,51.84,2.7,13.0,3.0,0,0,0,2,1,2021-09-06 18:52:06
58,671.4,6.2,84.0,51.0,0,0,0,12,5,2021-11-16 12:17:13
59,416.92,3.4,97.0,55.0,3,14,0,1,4,2018-09-27 11:14:49
39,556.5,5.3,65.0,57.0,2,31,0,7,28,2019-10-20 15:52:05
31,426.54,3.1,69.0,118.0,2,9,0,14,13,2015-01-06 12:19:15
50,129.18,1.2,57.0,89.0,0,34,0,3,3,2018-09-22 10:03:08
60,155.68,1.6,45.0,75.0,0,0,3,19,5,2015-05-19 16:15:08
31,305.0,3.8,41.0,67.0,2,0,3,12,29,2015-12-20 12:16:42
32,457.11,4.8,56.0,68.0,5,36,0,18,29,2020-07-02 12:30:53
50,352.83,2.9,66.0,97.0,2,6,1,4,2,2021-06-06 12:45:18
45,11.47,1.4,8.0,2.0,0,0,0,0,0,2018-10-13 16:07:40
40,12.28,1.5,6.0,4.0,0,0,0,0,0,2020-10-12 17:23:33
31,749.71,4.6,137.0,118.0,87,46,2,10,122,2018-04-13 18:51:56
45,142.69,2.8,50.0,10.0,0,2,0,19,4,2017-04-16 15:09:11
52,11.14,1.7,3.0,5.0,0,0,0,0,0,2017-10-30 16:41:52
58,168.17,3.3,39.0,24.0,2,18,0,5,5,2018-06-18 11:21:22
39,642.1,6.4,70.0,58.0,1,2,0,15,23,2016-03-07 14:49:01
34,185.69,2.2,53.0,57.0,3,2,0,9,50,2020-05-14 17:57:57
62,12.24,1.7,5.0,1.0,0,0,0,1,0,2021-10-31 12:32:52
32,146.26,2.8,56.0,3.0,0,33,0,16,50,2021-09-22 14:44:46
